AT (Original),AT (Min-Max),AT (Z-Score),V (Original),V (Min-Max),V (Z-Score),AP (Original),AP (Min-Max),AP (Z-Score),RH (Original),RH (Min-Max),RH (Z-Score),PE (Original),PE (Min-Max),PE (Z-Score)
18.90,17.42,-0.10,57.50,7.86,0.25,1016.21,0.58,0.50,93.90,0.92,1.41,451.42,1.00,-0.17
22.33,17.91,0.36,71.94,9.14,1.39,1011.06,0.45,-0.37,82.85,0.77,0.65,441.85,1.00,-0.73
26.58,18.51,0.93,59.39,8.03,0.40,1014.49,0.53,0.21,65.87,0.54,-0.51,439.46,1.00,-0.87
17.36,17.20,-0.31,52.90,7.45,-0.11,1015.42,0.56,0.36,69.97,0.60,-0.23,458.66,1.00,0.25
28.18,18.74,1.14,64.84,8.51,0.83,1009.22,0.40,-0.68,56.04,0.41,-1.18,443.65,1.00,-0.63
24.63,18.23,0.67,59.57,8.04,0.41,1010.45,0.43,-0.47,85.36,0.80,0.83,440.67,1.00,-0.80
13.62,16.67,-0.81,40.20,6.32,-1.11,1014.20,0.53,0.16,85.05,0.80,0.80,465.74,1.00,0.67
16.62,17.10,-0.41,54.30,7.57,-0.00,1017.99,0.62,0.80,63.76,0.51,-0.65,459.59,1.00,0.31
17.33,17.20,-0.31,41.35,6.42,-1.02,999.51,0.16,-2.32,68.36,0.57,-0.34,460.46,1.00,0.36
20.72,17.68,0.14,63.94,8.43,0.76,1017.17,0.60,0.66,59.83,0.46,-0.92,447.69,1.00,-0.39
6.89,15.72,-1.71,39.37,6.25,-1.18,1020.21,0.68,1.17,74.17,0.65,0.06,486.90,1.00,1.91
33.61,19.50,1.87,69.88,8.96,1.23,1007.40,0.36,-0.99,42.51,0.23,-2.11,435.99,1.00,-1.08
27.38,18.62,1.04,59.21,8.01,0.39,1012.74,0.49,-0.09,53.53,0.37,-1.35,437.78,1.00,-0.97
23.21,18.03,0.48,63.94,8.43,0.76,1013.56,0.51,0.05,80.23,0.73,0.47,446.11,1.00,-0.48
26.13,18.44,0.87,71.25,9.08,1.33,999.80,0.17,-2.27,88.47,0.84,1.04,430.60,1.00,-1.39
15.18,16.89,-0.60,44.20,6.68,-0.80,1019.60,0.66,1.07,72.45,0.63,-0.06,462.09,1.00,0.45
5.66,15.55,-1.88,39.42,6.25,-1.17,1024.70,0.79,1.93,78.52,0.71,0.36,482.11,1.00,1.63
15.75,16.97,-0.52,36.99,6.03,-1.36,1007.67,0.37,-0.94,93.80,0.91,1.40,464.38,1.00,0.59
29.45,18.92,1.31,75.60,9.47,1.68,1018.12,0.62,0.82,50.68,0.34,-1.55,437.31,1.00,-1.00
20.12,17.59,0.06,69.45,8.92,1.19,1013.23,0.50,-0.00,88.48,0.84,1.04,442.89,1.00,-0.67
22.80,17.97,0.42,73.17,9.25,1.48,1011.87,0.47,-0.23,91.57,0.88,1.25,437.98,1.00,-0.96
29.93,18.98,1.38,71.85,9.14,1.38,1008.43,0.38,-0.81,66.64,0.55,-0.46,426.82,1.00,-1.61
29.25,18.89,1.29,72.99,9.24,1.47,1006.85,0.35,-1.08,61.15,0.48,-0.83,429.12,1.00,-1.48
34.14,19.58,1.94,74.34,9.36,1.58,1000.19,0.18,-2.20,43.56,0.24,-2.04,434.23,1.00,-1.18
19.47,17.50,-0.02,58.79,7.97,0.35,1016.80,0.59,0.60,87.26,0.83,0.96,450.17,1.00,-0.25
24.03,18.15,0.59,58.46,7.94,0.33,1015.71,0.56,0.41,70.15,0.60,-0.22,442.03,1.00,-0.72
12.71,16.54,-0.93,43.02,6.57,-0.89,1012.25,0.48,-0.17,62.68,0.50,-0.73,475.38,1.00,1.23
26.60,18.51,0.93,61.41,8.21,0.56,1012.35,0.48,-0.15,54.42,0.39,-1.29,451.40,1.00,-0.17
27.09,18.58,1.00,65.61,8.58,0.89,1014.22,0.53,0.16,48.13,0.30,-1.72,442.94,1.00,-0.67
26.44,18.49,0.91,71.77,9.13,1.37,1006.68,0.34,-1.11,81.45,0.75,0.56,430.12,1.00,-1.42
28.31,18.75,1.16,65.71,8.59,0.90,1014.67,0.54,0.24,59.29,0.45,-0.96,447.26,1.00,-0.42
10.87,16.28,-1.18,44.71,6.72,-0.76,1021.38,0.71,1.37,58.22,0.44,-1.03,484.63,1.00,1.77
29.54,18.93,1.33,69.48,8.93,1.19,1008.91,0.40,-0.73,56.07,0.41,-1.18,427.82,1.00,-1.56
15.98,17.01,-0.49,41.48,6.43,-1.01,1017.00,0.60,0.63,55.73,0.40,-1.20,456.31,1.00,0.11
24.27,18.18,0.62,70.47,9.01,1.27,1008.96,0.40,-0.72,78.31,0.71,0.34,434.24,1.00,-1.18
29.78,18.96,1.36,70.98,9.06,1.31,1007.82,0.37,-0.92,77.59,0.70,0.29,436.32,1.00,-1.06
24.05,18.15,0.59,64.69,8.50,0.82,1006.63,0.34,-1.12,69.20,0.58,-0.28,438.36,1.00,-0.94
28.59,18.79,1.20,80.18,9.88,2.04,1011.36,0.46,-0.32,89.18,0.85,1.09,431.55,1.00,-1.34
13.97,16.72,-0.76,40.24,6.32,-1.11,1018.32,0.63,0.85,88.72,0.85,1.06,467.93,1.00,0.79
11.56,16.38,-1.09,40.43,6.34,-1.09,1025.48,0.81,2.06,74.75,0.66,0.10,489.54,1.00,2.06
20.07,17.59,0.06,49.21,7.12,-0.40,1012.34,0.48,-0.15,56.80,0.42,-1.13,454.25,1.00,-0.01
31.19,19.16,1.55,68.30,8.82,1.10,1014.86,0.54,0.27,39.10,0.18,-2.34,430.48,1.00,-1.40
18.39,17.35,-0.17,67.71,8.77,1.05,1003.77,0.27,-1.60,92.48,0.90,1.31,444.63,1.00,-0.57
9.78,16.13,-1.32,43.80,6.64,-0.83,1022.25,0.73,1.51,69.64,0.59,-0.25,477.22,1.00,1.34
29.26,18.89,1.29,69.34,8.91,1.18,1009.76,0.42,-0.59,58.64,0.44,-1.00,435.32,1.00,-1.12
9.53,16.09,-1.36,38.38,6.16,-1.25,1020.49,0.68,1.22,80.08,0.73,0.46,478.03,1.00,1.39
22.32,17.91,0.36,48.41,7.05,-0.46,1008.68,0.39,-0.77,79.11,0.72,0.40,445.36,1.00,-0.53
18.95,17.43,-0.09,42.23,6.50,-0.95,1013.01,0.50,-0.04,79.40,0.72,0.42,462.73,1.00,0.49
11.55,16.38,-1.09,42.34,6.51,-0.94,1020.78,0.69,1.27,94.56,0.92,1.46,469.13,1.00,0.87
27.30,18.61,1.03,65.12,8.54,0.85,1016.24,0.58,0.50,44.87,0.26,-1.95,442.78,1.00,-0.68
22.10,17.87,0.33,68.63,8.85,1.13,1015.19,0.55,0.33,59.05,0.45,-0.98,449.54,1.00,-0.28
17.12,17.17,-0.34,68.28,8.82,1.10,1003.56,0.26,-1.63,94.29,0.92,1.44,449.94,1.00,-0.26
14.85,16.85,-0.64,45.87,6.82,-0.66,1009.37,0.41,-0.65,84.65,0.79,0.78,462.67,1.00,0.49
10.33,16.21,-1.25,40.69,6.36,-1.07,1014.25,0.53,0.17,84.46,0.79,0.76,480.18,1.00,1.51
19.45,17.50,-0.03,46.33,6.87,-0.63,1013.39,0.51,0.02,99.52,0.99,1.80,452.82,1.00,-0.09
12.16,16.47,-1.01,40.81,6.37,-1.06,1025.79,0.81,2.11,70.97,0.61,-0.16,476.63,1.00,1.30
7.65,15.83,-1.61,36.30,5.97,-1.42,1016.50,0.58,0.55,65.51,0.54,-0.53,482.56,1.00,1.65
4.31,15.35,-2.06,38.50,6.17,-1.24,1011.75,0.47,-0.25,82.08,0.76,0.60,492.92,1.00,2.26
19.04,17.44,-0.08,43.43,6.61,-0.86,1009.25,0.40,-0.68,68.74,0.58,-0.31,453.32,1.00,-0.06
26.02,18.43,0.85,70.79,9.04,1.30,1004.21,0.28,-1.52,79.12,0.72,0.40,428.72,1.00,-1.50
26.09,18.44,0.86,60.29,8.11,0.47,1017.72,0.61,0.75,50.83,0.34,-1.54,444.71,1.00,-0.57
27.14,18.59,1.00,65.27,8.55,0.86,1013.26,0.50,0.00,55.17,0.40,-1.24,441.68,1.00,-0.74
22.67,17.95,0.41,58.20,7.92,0.31,1016.91,0.59,0.61,60.75,0.47,-0.86,446.36,1.00,-0.47
7.28,15.77,-1.66,40.67,6.36,-1.07,1020.16,0.67,1.16,72.70,0.63,-0.04,493.30,1.00,2.28
25.62,18.37,0.80,73.17,9.25,1.48,1011.65,0.46,-0.27,86.45,0.82,0.90,430.56,1.00,-1.39
22.33,17.91,0.36,59.80,8.06,0.43,1016.84,0.59,0.60,67.09,0.56,-0.43,450.07,1.00,-0.25
23.93,18.13,0.57,68.28,8.82,1.10,1005.16,0.30,-1.36,69.91,0.59,-0.23,444.95,1.00,-0.55
29.07,18.86,1.26,51.43,7.32,-0.23,1006.22,0.33,-1.19,61.58,0.48,-0.80,438.79,1.00,-0.91
15.79,16.98,-0.52,50.88,7.27,-0.27,1014.58,0.54,0.22,99.90,1.00,1.82,460.19,1.00,0.34
28.81,18.82,1.23,64.96,8.52,0.84,1000.46,0.19,-2.16,68.05,0.57,-0.36,427.91,1.00,-1.55
17.07,17.16,-0.35,44.90,6.74,-0.74,1020.74,0.69,1.26,70.18,0.60,-0.21,460.19,1.00,0.34
32.51,19.35,1.73,69.98,8.97,1.23,1011.92,0.47,-0.23,49.45,0.32,-1.63,428.37,1.00,-1.52
22.11,17.88,0.33,59.80,8.06,0.43,1016.74,0.59,0.59,73.90,0.65,0.04,453.45,1.00,-0.05
18.41,17.35,-0.17,62.10,8.27,0.61,1020.40,0.68,1.20,78.10,0.70,0.33,457.14,1.00,0.16
28.90,18.84,1.24,71.25,9.08,1.33,1000.73,0.19,-2.11,77.24,0.69,0.27,431.52,1.00,-1.34
10.47,16.23,-1.23,44.21,6.68,-0.79,1017.87,0.62,0.78,85.34,0.80,0.82,476.02,1.00,1.27
10.09,16.17,-1.28,37.14,6.05,-1.35,1012.99,0.50,-0.05,72.59,0.63,-0.05,473.66,1.00,1.13
27.09,18.58,1.00,73.50,9.28,1.51,1011.34,0.46,-0.32,76.06,0.68,0.19,434.31,1.00,-1.18
17.44,17.21,-0.30,44.89,6.74,-0.74,1009.90,0.42,-0.57,80.54,0.74,0.50,457.67,1.00,0.19
23.76,18.11,0.55,58.82,7.98,0.36,1011.75,0.47,-0.25,77.34,0.69,0.28,444.57,1.00,-0.57
31.11,19.15,1.54,69.05,8.89,1.16,1002.37,0.23,-1.83,41.56,0.21,-2.17,433.19,1.00,-1.24
23.86,18.12,0.56,63.77,8.42,0.74,1014.60,0.54,0.23,82.37,0.76,0.62,440.58,1.00,-0.81
15.09,16.88,-0.61,40.89,6.38,-1.06,1010.15,0.43,-0.52,92.00,0.89,1.28,466.47,1.00,0.71
9.26,16.06,-1.39,39.61,6.27,-1.16,1021.18,0.70,1.33,84.58,0.79,0.77,480.38,1.00,1.52
15.83,16.99,-0.51,52.75,7.44,-0.12,1024.30,0.78,1.86,58.34,0.44,-1.03,458.60,1.00,0.25
9.96,16.15,-1.30,39.66,6.27,-1.15,1015.23,0.55,0.33,82.98,0.77,0.66,480.60,1.00,1.54
19.30,17.48,-0.05,65.59,8.58,0.89,1014.07,0.52,0.14,81.98,0.76,0.59,452.76,1.00,-0.09
19.91,17.56,0.03,51.19,7.30,-0.25,1008.00,0.37,-0.89,90.23,0.87,1.16,449.23,1.00,-0.30
23.18,18.03,0.47,51.43,7.32,-0.23,1011.56,0.46,-0.29,81.83,0.75,0.58,449.94,1.00,-0.26
19.13,17.45,-0.07,45.38,6.78,-0.70,1014.72,0.54,0.25,81.95,0.76,0.59,459.94,1.00,0.33
24.60,18.23,0.66,63.78,8.42,0.75,1017.25,0.60,0.67,60.33,0.47,-0.89,448.65,1.00,-0.33
29.38,18.91,1.31,74.90,9.41,1.62,1003.25,0.26,-1.69,72.19,0.63,-0.08,433.74,1.00,-1.21
29.15,18.87,1.27,69.48,8.93,1.19,1008.68,0.39,-0.77,55.78,0.41,-1.20,430.54,1.00,-1.40
31.03,19.14,1.53,69.59,8.94,1.20,1007.77,0.37,-0.92,63.96,0.51,-0.64,432.56,1.00,-1.28
21.84,17.84,0.29,45.09,6.76,-0.73,1013.94,0.52,0.11,46.11,0.28,-1.86,450.88,1.00,-0.20
6.28,15.63,-1.79,43.02,6.57,-0.89,1013.72,0.52,0.08,88.13,0.84,1.02,487.17,1.00,1.92
22.48,17.93,0.38,50.32,7.22,-0.31,1008.47,0.39,-0.81,83.58,0.78,0.70,444.50,1.00,-0.58
31.51,19.21,1.59,71.97,9.15,1.39,1007.84,0.37,-0.91,71.18,0.61,-0.15,430.11,1.00,-1.42
15.67,16.96,-0.53,41.10,6.40,-1.04,1004.10,0.28,-1.54,77.93,0.70,0.32,466.45,1.00,0.71
13.24,16.62,-0.86,39.16,6.23,-1.19,1016.52,0.58,0.55,86.66,0.82,0.91,474.48,1.00,1.18
17.10,17.17,-0.34,43.52,6.62,-0.85,1020.30,0.68,1.19,70.51,0.60,-0.19,461.51,1.00,0.42
32.32,19.32,1.70,67.90,8.78,1.07,1006.08,0.33,-1.21,37.93,0.17,-2.42,428.12,1.00,-1.54
23.51,18.07,0.52,63.78,8.42,0.75,1016.10,0.57,0.48,69.79,0.59,-0.24,446.58,1.00,-0.46
13.58,16.67,-0.81,40.75,6.37,-1.07,1016.05,0.57,0.47,76.45,0.68,0.22,472.73,1.00,1.08
12.43,16.50,-0.97,40.27,6.33,-1.10,1007.08,0.35,-1.04,61.56,0.48,-0.80,470.92,1.00,0.97
16.37,17.06,-0.44,39.64,6.27,-1.15,1009.19,0.40,-0.69,76.92,0.69,0.25,463.91,1.00,0.56
7.64,15.83,-1.61,43.79,6.64,-0.83,1016.17,0.58,0.49,84.45,0.79,0.76,486.01,1.00,1.85
21.03,17.72,0.19,59.80,8.06,0.43,1015.86,0.57,0.44,76.63,0.68,0.23,453.86,1.00,-0.03
33.37,19.47,1.84,73.88,9.32,1.54,1005.80,0.32,-1.26,47.94,0.30,-1.74,436.76,1.00,-1.03
18.92,17.42,-0.10,62.26,8.28,0.63,1012.05,0.47,-0.20,85.99,0.81,0.87,451.51,1.00,-0.17
20.61,17.66,0.13,48.78,7.08,-0.43,1020.80,0.69,1.27,85.05,0.80,0.80,449.38,1.00,-0.29
22.38,17.91,0.37,63.31,8.38,0.71,1014.76,0.54,0.25,73.80,0.65,0.03,441.30,1.00,-0.77
30.20,19.02,1.42,73.67,9.30,1.52,1006.31,0.33,-1.17,62.14,0.49,-0.77,428.72,1.00,-1.50
31.02,19.14,1.53,70.40,9.01,1.27,1006.24,0.33,-1.18,77.86,0.70,0.31,431.37,1.00,-1.35
17.64,17.24,-0.27,57.76,7.88,0.27,1016.28,0.58,0.51,85.04,0.80,0.80,455.75,1.00,0.08
28.85,18.83,1.23,58.33,7.93,0.32,1013.78,0.52,0.09,41.39,0.21,-2.19,444.00,1.00,-0.61
22.40,17.92,0.37,70.94,9.06,1.31,1008.06,0.38,-0.88,84.52,0.79,0.77,440.04,1.00,-0.84
19.13,17.45,-0.07,68.61,8.85,1.13,1010.65,0.44,-0.44,94.92,0.93,1.48,448.69,1.00,-0.33
23.79,18.11,0.56,59.44,8.03,0.40,1012.53,0.49,-0.12,79.48,0.72,0.42,448.67,1.00,-0.33
22.12,17.88,0.33,60.37,8.11,0.48,1008.75,0.39,-0.76,92.13,0.89,1.29,439.18,1.00,-0.89
29.14,18.87,1.27,67.45,8.74,1.03,1015.51,0.56,0.38,46.47,0.28,-1.84,433.34,1.00,-1.23
20.17,17.60,0.07,56.03,7.73,0.14,1019.47,0.66,1.05,56.77,0.42,-1.13,458.04,1.00,0.22
29.30,18.89,1.29,74.16,9.34,1.56,1007.72,0.37,-0.93,81.92,0.76,0.59,431.32,1.00,-1.35
5.70,15.55,-1.87,40.62,6.36,-1.08,1016.07,0.57,0.47,84.94,0.80,0.80,482.82,1.00,1.67
25.50,18.36,0.78,68.08,8.80,1.08,1011.13,0.45,-0.36,72.86,0.63,-0.03,436.07,1.00,-1.07
16.06,17.02,-0.48,47.45,6.97,-0.54,1009.97,0.42,-0.55,88.09,0.84,1.01,450.62,1.00,-0.22
27.75,18.67,1.09,65.34,8.56,0.87,1014.80,0.54,0.26,45.91,0.27,-1.88,440.83,1.00,-0.79
25.12,18.30,0.73,66.56,8.67,0.96,1009.22,0.40,-0.68,65.62,0.54,-0.53,436.56,1.00,-1.04
22.78,17.97,0.42,62.44,8.30,0.64,1011.79,0.47,-0.25,75.43,0.67,0.15,446.12,1.00,-0.48
29.30,18.89,1.29,69.48,8.93,1.19,1010.10,0.43,-0.53,53.69,0.38,-1.34,429.42,1.00,-1.46
8.01,15.88,-1.56,40.02,6.30,-1.12,1031.33,0.95,3.04,85.01,0.80,0.80,477.84,1.00,1.38
16.58,17.09,-0.41,38.01,6.13,-1.28,1023.50,0.76,1.72,60.14,0.46,-0.90,464.03,1.00,0.57
17.08,17.16,-0.35,58.86,7.98,0.36,1016.04,0.57,0.47,87.46,0.83,0.97,449.98,1.00,-0.26
17.54,17.23,-0.28,44.58,6.71,-0.77,1016.56,0.59,0.56,79.00,0.72,0.39,465.51,1.00,0.65
26.93,18.56,0.98,56.90,7.81,0.20,1006.25,0.33,-1.18,77.79,0.70,0.31,444.70,1.00,-0.57
22.52,17.93,0.38,67.32,8.73,1.02,1011.40,0.46,-0.31,66.20,0.54,-0.49,443.49,1.00,-0.64
13.48,16.65,-0.83,46.18,6.85,-0.64,1018.15,0.63,0.82,88.38,0.84,1.03,464.58,1.00,0.60
9.05,16.03,-1.42,40.00,6.30,-1.13,1015.48,0.56,0.37,80.91,0.74,0.52,472.41,1.00,1.06
19.93,17.57,0.04,56.65,7.78,0.18,1020.70,0.69,1.25,62.82,0.50,-0.72,456.53,1.00,0.13
29.68,18.95,1.35,64.33,8.47,0.79,1011.20,0.45,-0.35,57.73,0.43,-1.07,441.79,1.00,-0.74
30.52,19.07,1.46,70.04,8.98,1.24,1010.62,0.44,-0.44,54.47,0.39,-1.29,431.14,1.00,-1.36
12.54,16.52,-0.95,40.80,6.37,-1.06,1024.56,0.78,1.90,68.97,0.58,-0.30,479.65,1.00,1.48
27.60,18.65,1.07,69.05,8.89,1.16,1003.87,0.27,-1.58,42.01,0.22,-2.14,436.08,1.00,-1.07
18.48,17.36,-0.16,46.48,6.88,-0.62,1007.53,0.36,-0.96,82.57,0.76,0.63,461.49,1.00,0.42
15.24,16.90,-0.59,48.60,7.07,-0.45,1007.08,0.35,-1.04,86.49,0.82,0.90,459.85,1.00,0.32
4.41,15.37,-2.05,42.07,6.49,-0.96,1005.54,0.31,-1.30,68.85,0.58,-0.31,488.36,1.00,1.99
15.82,16.98,-0.51,44.88,6.74,-0.74,1018.59,0.64,0.90,78.88,0.71,0.38,461.90,1.00,0.44
24.65,18.24,0.67,72.43,9.19,1.43,1007.99,0.37,-0.89,90.05,0.86,1.15,437.59,1.00,-0.98
19.02,17.44,-0.08,52.72,7.43,-0.12,1025.44,0.81,2.05,51.90,0.35,-1.47,461.57,1.00,0.42
23.32,18.05,0.49,69.13,8.89,1.17,1010.75,0.44,-0.42,91.84,0.89,1.27,435.27,1.00,-1.12
23.99,18.14,0.58,68.12,8.80,1.09,1012.92,0.50,-0.06,70.68,0.60,-0.18,437.14,1.00,-1.01
10.12,16.18,-1.28,39.96,6.30,-1.13,1025.98,0.82,2.14,98.63,0.98,1.73,471.60,1.00,1.01
12.53,16.52,-0.96,43.56,6.62,-0.85,1014.80,0.54,0.26,74.05,0.65,0.05,469.23,1.00,0.87
18.11,17.31,-0.21,52.08,7.38,-0.18,1002.51,0.24,-1.81,100.09,1.00,1.83,449.99,1.00,-0.26
24.94,18.28,0.71,59.07,8.00,0.37,1008.89,0.40,-0.74,84.79,0.79,0.79,440.12,1.00,-0.83
30.92,19.12,1.51,59.57,8.04,0.41,1010.87,0.44,-0.40,62.43,0.49,-0.75,440.96,1.00,-0.79
12.68,16.54,-0.94,45.01,6.75,-0.73,1013.86,0.52,0.10,83.26,0.77,0.68,448.69,1.00,-0.33
25.41,18.34,0.77,66.49,8.66,0.96,1014.06,0.52,0.13,51.09,0.34,-1.52,449.20,1.00,-0.30
14.12,16.74,-0.74,39.40,6.25,-1.17,1008.02,0.37,-0.88,76.45,0.68,0.22,468.63,1.00,0.84
28.33,18.76,1.16,64.96,8.52,0.84,999.71,0.17,-2.28,69.66,0.59,-0.25,427.42,1.00,-1.58
14.77,16.84,-0.66,49.15,7.12,-0.41,1020.56,0.68,1.23,80.27,0.73,0.48,467.72,1.00,0.78
29.00,18.85,1.25,70.72,9.04,1.29,1009.51,0.41,-0.63,67.72,0.57,-0.38,437.55,1.00,-0.99
18.02,17.30,-0.22,49.78,7.17,-0.36,1003.86,0.27,-1.58,100.09,1.00,1.83,451.41,1.00,-0.17
11.55,16.38,-1.09,40.60,6.36,-1.08,1014.44,0.53,0.20,87.06,0.82,0.94,475.14,1.00,1.22
15.31,16.91,-0.58,52.75,7.44,-0.12,1025.21,0.80,2.01,55.22,0.40,-1.24,460.77,1.00,0.38
12.36,16.49,-0.98,37.73,6.10,-1.30,1021.36,0.70,1.36,65.45,0.53,-0.54,470.39,1.00,0.94
19.45,17.50,-0.03,58.95,7.99,0.37,1017.79,0.62,0.76,93.46,0.91,1.38,445.10,1.00,-0.54
27.05,18.58,0.99,67.79,8.77,1.06,1010.99,0.45,-0.38,71.37,0.61,-0.13,443.89,1.00,-0.61
9.73,16.12,-1.33,40.22,6.32,-1.11,1011.48,0.46,-0.30,87.88,0.84,1.00,481.42,1.00,1.59
11.11,16.32,-1.15,37.50,6.08,-1.32,1013.68,0.51,0.07,73.67,0.64,0.02,473.32,1.00,1.11
13.01,16.59,-0.89,41.58,6.44,-1.00,1020.82,0.69,1.27,78.41,0.71,0.35,464.64,1.00,0.60
11.76,16.41,-1.06,40.96,6.39,-1.05,1023.22,0.75,1.68,81.31,0.75,0.55,475.18,1.00,1.22
17.58,17.23,-0.28,39.63,6.27,-1.15,1004.84,0.30,-1.42,80.43,0.74,0.49,467.33,1.00,0.76
27.54,18.64,1.06,51.43,7.32,-0.23,1012.30,0.48,-0.16,54.82,0.39,-1.27,439.80,1.00,-0.85
29.79,18.96,1.36,77.17,9.61,1.80,1009.68,0.42,-0.60,64.00,0.52,-0.64,432.84,1.00,-1.26
13.83,16.70,-0.78,40.20,6.32,-1.11,1013.28,0.50,0.00,90.44,0.87,1.17,465.53,1.00,0.65
32.05,19.28,1.66,77.24,9.62,1.80,1008.06,0.38,-0.88,67.09,0.56,-0.43,432.49,1.00,-1.28
28.14,18.73,1.14,76.86,9.58,1.77,1000.70,0.19,-2.11,70.17,0.60,-0.22,434.68,1.00,-1.15
34.11,19.58,1.94,73.56,9.29,1.52,1006.77,0.34,-1.09,45.92,0.27,-1.88,432.78,1.00,-1.26
22.83,17.98,0.43,70.79,9.04,1.30,1006.36,0.33,-1.16,92.07,0.89,1.29,438.00,1.00,-0.96
21.04,17.72,0.19,47.43,6.96,-0.54,1007.15,0.35,-1.03,64.82,0.53,-0.58,450.27,1.00,-0.24
12.39,16.50,-0.97,40.75,6.37,-1.07,1016.05,0.57,0.47,81.91,0.76,0.59,475.96,1.00,1.27
27.70,18.67,1.08,72.24,9.17,1.41,1011.02,0.45,-0.38,67.60,0.56,-0.39,434.56,1.00,-1.16
16.62,17.10,-0.41,39.99,6.30,-1.13,1007.07,0.35,-1.04,77.14,0.69,0.26,463.74,1.00,0.55
25.27,18.32,0.75,67.07,8.71,1.00,1006.34,0.33,-1.17,66.35,0.55,-0.48,445.81,1.00,-0.50
9.52,16.09,-1.36,41.26,6.41,-1.03,1020.55,0.68,1.23,89.73,0.86,1.12,475.44,1.00,1.23
17.74,17.26,-0.26,58.33,7.93,0.32,1013.55,0.51,0.05,81.80,0.75,0.58,446.01,1.00,-0.49
22.90,17.99,0.44,49.30,7.13,-0.39,1003.45,0.26,-1.65,80.95,0.74,0.52,441.77,1.00,-0.74
14.86,16.85,-0.64,43.14,6.58,-0.88,1019.21,0.65,1.00,99.14,0.99,1.77,461.14,1.00,0.40
26.71,18.53,0.95,66.25,8.64,0.94,1008.11,0.38,-0.87,79.28,0.72,0.41,435.41,1.00,-1.11
13.42,16.64,-0.84,42.86,6.56,-0.90,1013.88,0.52,0.10,85.13,0.80,0.81,473.27,1.00,1.11
25.82,18.40,0.83,72.39,9.18,1.42,1003.40,0.26,-1.66,86.33,0.81,0.89,432.98,1.00,-1.25
15.14,16.89,-0.61,44.21,6.68,-0.79,1019.97,0.67,1.13,83.86,0.78,0.72,463.10,1.00,0.51
10.17,16.18,-1.27,41.17,6.41,-1.03,1018.58,0.64,0.90,87.72,0.83,0.99,478.04,1.00,1.39
27.44,18.63,1.05,65.59,8.58,0.89,1010.76,0.44,-0.42,68.67,0.58,-0.32,441.08,1.00,-0.78
23.94,18.13,0.58,63.21,8.37,0.70,1013.52,0.51,0.04,83.12,0.77,0.67,440.15,1.00,-0.83
25.16,18.31,0.74,74.33,9.36,1.58,1014.55,0.54,0.22,76.70,0.69,0.23,436.15,1.00,-1.07
12.88,16.57,-0.91,42.74,6.55,-0.91,1026.25,0.83,2.19,74.54,0.66,0.08,470.89,1.00,0.97
31.87,19.26,1.64,67.32,8.73,1.02,1013.65,0.51,0.07,36.69,0.15,-2.51,435.47,1.00,-1.11
22.18,17.89,0.34,65.46,8.57,0.88,1016.74,0.59,0.59,54.02,0.38,-1.32,447.92,1.00,-0.38
9.41,16.08,-1.37,41.54,6.44,-1.00,1019.48,0.66,1.05,82.19,0.76,0.61,481.59,1.00,1.60
12.17,16.47,-1.00,40.60,6.36,-1.08,1013.59,0.51,0.06,88.62,0.85,1.05,473.76,1.00,1.14
30.57,19.07,1.47,69.71,8.95,1.21,1008.94,0.40,-0.73,59.99,0.46,-0.91,439.38,1.00,-0.88
28.16,18.73,1.14,70.98,9.06,1.31,1008.51,0.39,-0.80,72.12,0.62,-0.08,435.04,1.00,-1.13
9.72,16.12,-1.33,43.41,6.61,-0.86,1016.25,0.58,0.50,76.39,0.68,0.21,474.10,1.00,1.16
11.90,16.43,-1.04,39.16,6.23,-1.19,1016.53,0.59,0.55,84.59,0.79,0.77,477.75,1.00,1.37
7.10,15.75,-1.68,41.74,6.46,-0.99,1022.25,0.73,1.51,91.07,0.88,1.22,484.12,1.00,1.74
11.47,16.37,-1.10,40.27,6.33,-1.10,1005.39,0.31,-1.33,77.40,0.69,0.28,479.44,1.00,1.47
28.19,18.74,1.15,67.45,8.74,1.03,1013.97,0.52,0.12,49.76,0.32,-1.61,434.77,1.00,-1.15
9.75,16.12,-1.33,36.66,6.01,-1.39,1026.21,0.82,2.18,70.12,0.60,-0.22,479.45,1.00,1.47
7.55,15.81,-1.62,43.65,6.63,-0.84,1019.09,0.65,0.98,61.71,0.48,-0.79,481.61,1.00,1.60
19.90,17.56,0.03,56.53,7.77,0.18,1020.52,0.68,1.22,78.05,0.70,0.32,456.48,1.00,0.12
12.45,16.51,-0.97,40.56,6.35,-1.08,1017.84,0.62,0.77,66.52,0.55,-0.47,477.41,1.00,1.35
9.15,16.04,-1.41,39.61,6.27,-1.16,1018.11,0.62,0.82,75.29,0.67,0.14,474.88,1.00,1.20
14.38,16.78,-0.71,40.66,6.36,-1.07,1016.34,0.58,0.52,92.37,0.90,1.31,463.10,1.00,0.51
26.16,18.45,0.87,67.90,8.78,1.07,1005.81,0.32,-1.25,61.02,0.48,-0.84,444.06,1.00,-0.60
22.63,17.95,0.40,45.61,6.80,-0.68,1014.14,0.53,0.15,73.06,0.64,-0.02,457.88,1.00,0.21
30.51,19.07,1.46,70.79,9.04,1.30,1004.55,0.29,-1.47,56.05,0.41,-1.18,428.79,1.00,-1.50
