AT (Original),AT (Binned),AT (Min-Max),AT (Z-Score)
15.84,16.61,0.36,-0.41
15.85,16.61,0.36,-0.41
15.85,16.61,0.36,-0.41
15.85,16.61,0.36,-0.41
15.85,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.86,16.61,0.36,-0.41
15.87,16.61,0.36,-0.41
15.87,16.61,0.36,-0.41
15.87,16.61,0.36,-0.41
15.89,16.61,0.36,-0.41
15.89,16.61,0.36,-0.41
15.89,16.61,0.36,-0.41
15.90,16.61,0.36,-0.41
15.90,16.61,0.36,-0.41
15.90,16.61,0.36,-0.41
15.91,16.61,0.36,-0.41
15.91,16.61,0.36,-0.41
15.91,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.92,16.61,0.36,-0.41
15.93,16.61,0.36,-0.41
15.93,16.61,0.36,-0.41
15.93,16.61,0.36,-0.41
15.94,16.61,0.36,-0.41
15.94,16.61,0.36,-0.41
15.95,16.61,0.36,-0.41
15.95,16.61,0.36,-0.41
15.96,16.61,0.36,-0.41
15.97,16.61,0.36,-0.41
15.97,16.61,0.36,-0.41
15.98,16.61,0.36,-0.41
15.98,16.61,0.36,-0.41
15.98,16.61,0.36,-0.41
15.98,16.61,0.36,-0.41
15.99,16.61,0.36,-0.41
15.99,16.61,0.36,-0.41
15.99,16.61,0.36,-0.41
15.99,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.00,16.61,0.36,-0.41
16.01,16.61,0.36,-0.41
16.01,16.61,0.36,-0.41
16.01,16.61,0.36,-0.41
16.02,16.61,0.36,-0.41
16.02,16.61,0.36,-0.41
16.02,16.61,0.36,-0.41
16.02,16.61,0.36,-0.41
16.03,16.61,0.36,-0.41
16.03,16.61,0.36,-0.41
16.05,16.61,0.36,-0.41
16.05,16.61,0.36,-0.41
16.05,16.61,0.36,-0.41
16.05,16.61,0.36,-0.41
16.06,16.61,0.36,-0.41
16.07,16.61,0.36,-0.41
16.07,16.61,0.36,-0.41
16.07,16.61,0.36,-0.41
16.09,16.61,0.36,-0.41
16.09,16.61,0.36,-0.41
16.09,16.61,0.36,-0.41
16.09,16.61,0.36,-0.41
16.09,16.61,0.36,-0.41
16.10,16.61,0.36,-0.41
16.11,16.61,0.36,-0.41
16.12,16.61,0.36,-0.41
16.13,16.61,0.36,-0.41
16.13,16.61,0.36,-0.41
16.13,16.61,0.36,-0.41
16.14,16.61,0.36,-0.41
16.14,16.61,0.36,-0.41
16.14,16.61,0.36,-0.41
16.14,16.61,0.36,-0.41
16.15,16.61,0.36,-0.41
16.15,16.61,0.36,-0.41
16.16,16.61,0.36,-0.41
16.16,16.61,0.36,-0.41
16.16,16.61,0.36,-0.41
16.17,16.61,0.36,-0.41
16.17,16.61,0.36,-0.41
16.17,16.61,0.36,-0.41
16.18,16.61,0.36,-0.41
16.18,16.61,0.36,-0.41
16.18,16.61,0.36,-0.41
16.18,16.61,0.36,-0.41
16.19,16.61,0.36,-0.41
16.20,16.61,0.36,-0.41
16.20,16.61,0.36,-0.41
16.20,16.61,0.36,-0.41
16.21,16.61,0.36,-0.41
16.21,16.61,0.36,-0.41
16.22,16.61,0.36,-0.41
16.22,16.61,0.36,-0.41
16.22,16.61,0.36,-0.41
16.22,16.61,0.36,-0.41
16.23,16.61,0.36,-0.41
16.23,16.61,0.36,-0.41
16.23,16.61,0.36,-0.41
16.24,16.61,0.36,-0.41
16.25,16.61,0.36,-0.41
16.25,16.61,0.36,-0.41
16.25,16.61,0.36,-0.41
16.26,16.61,0.36,-0.41
16.26,16.61,0.36,-0.41
16.27,16.61,0.36,-0.41
16.27,16.61,0.36,-0.41
16.27,16.61,0.36,-0.41
16.28,16.61,0.36,-0.41
16.29,16.61,0.36,-0.41
16.29,16.61,0.36,-0.41
16.29,16.61,0.36,-0.41
16.30,16.61,0.36,-0.41
16.30,16.61,0.36,-0.41
16.30,16.61,0.36,-0.41
16.31,16.61,0.36,-0.41
16.31,16.61,0.36,-0.41
16.31,16.61,0.36,-0.41
16.32,16.61,0.36,-0.41
16.32,16.61,0.36,-0.41
16.32,16.61,0.36,-0.41
16.32,16.61,0.36,-0.41
16.33,16.61,0.36,-0.41
16.34,16.61,0.36,-0.41
16.34,16.61,0.36,-0.41
16.34,16.61,0.36,-0.41
16.34,16.61,0.36,-0.41
16.34,16.61,0.36,-0.41
16.36,16.61,0.36,-0.41
16.36,16.61,0.36,-0.41
16.36,16.61,0.36,-0.41
16.36,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.37,16.61,0.36,-0.41
16.38,16.61,0.36,-0.41
16.38,16.61,0.36,-0.41
16.38,16.61,0.36,-0.41
16.38,16.61,0.36,-0.41
16.39,16.61,0.36,-0.41
16.39,16.61,0.36,-0.41
16.39,16.61,0.36,-0.41
16.39,16.61,0.36,-0.41
16.40,16.61,0.36,-0.41
16.40,16.61,0.36,-0.41
16.41,16.61,0.36,-0.41
16.41,16.61,0.36,-0.41
16.41,16.61,0.36,-0.41
16.42,16.61,0.36,-0.41
16.43,16.61,0.36,-0.41
16.43,16.61,0.36,-0.41
16.44,16.61,0.36,-0.41
16.44,16.61,0.36,-0.41
16.44,16.61,0.36,-0.41
16.44,16.61,0.36,-0.41
16.45,16.61,0.36,-0.41
16.45,16.61,0.36,-0.41
16.45,16.61,0.36,-0.41
16.46,16.61,0.36,-0.41
16.46,16.61,0.36,-0.41
16.47,16.61,0.36,-0.41
16.47,16.61,0.36,-0.41
16.48,16.61,0.36,-0.41
16.48,16.61,0.36,-0.41
16.48,16.61,0.36,-0.41
16.49,16.61,0.36,-0.41
16.49,16.61,0.36,-0.41
16.50,16.61,0.36,-0.41
16.50,16.61,0.36,-0.41
16.50,16.61,0.36,-0.41
16.50,16.61,0.36,-0.41
16.50,16.61,0.36,-0.41
16.51,16.61,0.36,-0.41
16.51,16.61,0.36,-0.41
16.52,16.61,0.36,-0.41
16.52,16.61,0.36,-0.41
16.52,16.61,0.36,-0.41
16.52,16.61,0.36,-0.41
16.53,16.61,0.36,-0.41
16.53,16.61,0.36,-0.41
16.54,16.61,0.36,-0.41
16.55,16.61,0.36,-0.41
16.55,16.61,0.36,-0.41
16.55,16.61,0.36,-0.41
16.55,16.61,0.36,-0.41
16.55,16.61,0.36,-0.41
16.56,16.61,0.36,-0.41
16.57,16.61,0.36,-0.41
16.57,16.61,0.36,-0.41
16.57,16.61,0.36,-0.41
16.57,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.58,16.61,0.36,-0.41
16.59,16.61,0.36,-0.41
16.59,16.61,0.36,-0.41
16.59,16.61,0.36,-0.41
16.60,16.61,0.36,-0.41
16.60,16.61,0.36,-0.41
16.61,16.61,0.36,-0.41
16.61,16.61,0.36,-0.41
16.61,16.61,0.36,-0.41
16.61,16.61,0.36,-0.41
16.62,16.61,0.36,-0.41
16.62,16.61,0.36,-0.41
16.62,16.61,0.36,-0.41
16.63,16.61,0.36,-0.41
16.63,16.61,0.36,-0.41
16.63,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.64,16.61,0.36,-0.41
16.65,16.61,0.36,-0.41
16.65,16.61,0.36,-0.41
16.65,16.61,0.36,-0.41
16.66,16.61,0.36,-0.41
16.66,16.61,0.36,-0.41
16.68,16.61,0.36,-0.41
16.68,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.69,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.70,16.61,0.36,-0.41
16.71,16.61,0.36,-0.41
16.71,16.61,0.36,-0.41
16.71,16.61,0.36,-0.41
16.71,16.61,0.36,-0.41
16.71,16.61,0.36,-0.41
16.72,16.61,0.36,-0.41
16.72,16.61,0.36,-0.41
16.72,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.73,16.61,0.36,-0.41
16.74,16.61,0.36,-0.41
16.74,16.61,0.36,-0.41
16.74,16.61,0.36,-0.41
16.75,16.61,0.36,-0.41
16.75,16.61,0.36,-0.41
16.76,16.61,0.36,-0.41
16.76,16.61,0.36,-0.41
16.76,16.61,0.36,-0.41
16.76,16.61,0.36,-0.41
16.76,16.61,0.36,-0.41
16.77,16.61,0.36,-0.41
16.77,16.61,0.36,-0.41
16.77,16.61,0.36,-0.41
16.77,16.61,0.36,-0.41
16.77,16.61,0.36,-0.41
16.78,16.61,0.36,-0.41
16.78,16.61,0.36,-0.41
16.78,16.61,0.36,-0.41
16.78,16.61,0.36,-0.41
16.79,16.61,0.36,-0.41
16.79,16.61,0.36,-0.41
16.80,16.61,0.36,-0.41
16.80,16.61,0.36,-0.41
16.81,16.61,0.36,-0.41
16.81,16.61,0.36,-0.41
16.81,16.61,0.36,-0.41
16.81,16.61,0.36,-0.41
16.82,16.61,0.36,-0.41
16.82,16.61,0.36,-0.41
16.82,16.61,0.36,-0.41
16.82,16.61,0.36,-0.41
16.83,16.61,0.36,-0.41
16.84,16.61,0.36,-0.41
16.84,16.61,0.36,-0.41
16.84,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.85,16.61,0.36,-0.41
16.86,16.61,0.36,-0.41
16.87,16.61,0.36,-0.41
16.88,16.61,0.36,-0.41
16.88,16.61,0.36,-0.41
16.88,16.61,0.36,-0.41
16.88,16.61,0.36,-0.41
16.89,16.61,0.36,-0.41
16.90,16.61,0.36,-0.41
16.90,16.61,0.36,-0.41
16.90,16.61,0.36,-0.41
16.91,16.61,0.36,-0.41
16.92,16.61,0.36,-0.41
16.92,16.61,0.36,-0.41
16.94,16.61,0.36,-0.41
16.94,16.61,0.36,-0.41
16.95,16.61,0.36,-0.41
16.95,16.61,0.36,-0.41
16.96,16.61,0.36,-0.41
16.96,16.61,0.36,-0.41
16.96,16.61,0.36,-0.41
16.96,16.61,0.36,-0.41
16.97,16.61,0.36,-0.41
16.97,16.61,0.36,-0.41
16.97,16.61,0.36,-0.41
16.97,16.61,0.36,-0.41
16.98,16.61,0.36,-0.41
16.98,16.61,0.36,-0.41
16.98,16.61,0.36,-0.41
16.98,16.61,0.36,-0.41
16.98,16.61,0.36,-0.41
16.99,16.61,0.36,-0.41
17.00,16.61,0.36,-0.41
17.00,16.61,0.36,-0.41
17.01,16.61,0.36,-0.41
17.01,16.61,0.36,-0.41
17.01,16.61,0.36,-0.41
17.01,16.61,0.36,-0.41
17.02,16.61,0.36,-0.41
17.02,16.61,0.36,-0.41
17.03,16.61,0.36,-0.41
17.03,16.61,0.36,-0.41
17.03,16.61,0.36,-0.41
17.04,16.61,0.36,-0.41
17.04,16.61,0.36,-0.41
17.05,16.61,0.36,-0.41
17.06,16.61,0.36,-0.41
17.06,16.61,0.36,-0.41
17.07,16.61,0.36,-0.41
17.07,16.61,0.36,-0.41
17.08,16.61,0.36,-0.41
17.08,16.61,0.36,-0.41
17.08,16.61,0.36,-0.41
17.09,16.61,0.36,-0.41
17.10,16.61,0.36,-0.41
17.10,16.61,0.36,-0.41
17.10,16.61,0.36,-0.41
17.10,16.61,0.36,-0.41
17.11,16.61,0.36,-0.41
17.12,16.61,0.36,-0.41
17.12,16.61,0.36,-0.41
17.12,16.61,0.36,-0.41
17.12,16.61,0.36,-0.41
17.13,16.61,0.36,-0.41
17.13,16.61,0.36,-0.41
17.14,16.61,0.36,-0.41
17.14,16.61,0.36,-0.41
17.14,16.61,0.36,-0.41
17.14,16.61,0.36,-0.41
17.15,16.61,0.36,-0.41
17.16,16.61,0.36,-0.41
17.16,16.61,0.36,-0.41
17.16,16.61,0.36,-0.41
17.17,16.61,0.36,-0.41
17.17,16.61,0.36,-0.41
17.18,16.61,0.36,-0.41
17.18,16.61,0.36,-0.41
17.18,16.61,0.36,-0.41
17.19,16.61,0.36,-0.41
17.19,16.61,0.36,-0.41
17.19,16.61,0.36,-0.41
17.20,16.61,0.36,-0.41
17.20,16.61,0.36,-0.41
17.21,16.61,0.36,-0.41
17.22,16.61,0.36,-0.41
17.23,16.61,0.36,-0.41
17.23,16.61,0.36,-0.41
17.25,16.61,0.36,-0.41
17.25,16.61,0.36,-0.41
17.26,16.61,0.36,-0.41
17.27,16.61,0.36,-0.41
17.27,16.61,0.36,-0.41
17.27,16.61,0.36,-0.41
17.28,16.61,0.36,-0.41
17.28,16.61,0.36,-0.41
17.28,16.61,0.36,-0.41
17.28,16.61,0.36,-0.41
17.29,16.61,0.36,-0.41
17.29,16.61,0.36,-0.41
17.29,16.61,0.36,-0.41
17.29,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.30,16.61,0.36,-0.41
17.31,16.61,0.36,-0.41
17.31,16.61,0.36,-0.41
17.32,16.61,0.36,-0.41
17.32,16.61,0.36,-0.41
17.32,16.61,0.36,-0.41
17.32,16.61,0.36,-0.41
17.32,16.61,0.36,-0.41
17.33,16.61,0.36,-0.41
17.33,16.61,0.36,-0.41
17.33,16.61,0.36,-0.41
17.33,16.61,0.36,-0.41
17.34,16.61,0.36,-0.41
17.34,16.61,0.36,-0.41
17.34,16.61,0.36,-0.41
17.34,16.61,0.36,-0.41
17.34,16.61,0.36,-0.41
17.35,16.61,0.36,-0.41
17.35,16.61,0.36,-0.41
17.35,16.61,0.36,-0.41
17.35,16.61,0.36,-0.41
17.35,16.61,0.36,-0.41
17.36,16.61,0.36,-0.41
17.36,16.61,0.36,-0.41
17.36,16.61,0.36,-0.41
17.36,16.61,0.36,-0.41
17.36,16.61,0.36,-0.41
17.37,16.61,0.36,-0.41
17.37,16.61,0.36,-0.41
17.37,16.61,0.36,-0.41
17.37,16.61,0.36,-0.41
17.37,16.61,0.36,-0.41
17.38,16.61,0.36,-0.41
17.39,16.61,0.36,-0.41
17.39,16.61,0.36,-0.41
17.40,16.61,0.36,-0.41
17.40,16.61,0.36,-0.41
17.40,16.61,0.36,-0.41
17.40,16.61,0.36,-0.41
17.41,16.61,0.36,-0.41
17.42,16.61,0.36,-0.41
17.43,16.61,0.36,-0.41
17.44,16.61,0.36,-0.41
17.44,18.22,0.42,-0.19
17.44,18.22,0.42,-0.19
17.45,18.22,0.42,-0.19
17.45,18.22,0.42,-0.19
17.45,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.46,18.22,0.42,-0.19
17.47,18.22,0.42,-0.19
17.47,18.22,0.42,-0.19
17.47,18.22,0.42,-0.19
17.47,18.22,0.42,-0.19
17.47,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.48,18.22,0.42,-0.19
17.49,18.22,0.42,-0.19
17.49,18.22,0.42,-0.19
17.50,18.22,0.42,-0.19
17.50,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.51,18.22,0.42,-0.19
17.52,18.22,0.42,-0.19
17.53,18.22,0.42,-0.19
17.53,18.22,0.42,-0.19
17.53,18.22,0.42,-0.19
17.54,18.22,0.42,-0.19
17.54,18.22,0.42,-0.19
17.54,18.22,0.42,-0.19
17.55,18.22,0.42,-0.19
17.55,18.22,0.42,-0.19
17.55,18.22,0.42,-0.19
17.57,18.22,0.42,-0.19
17.57,18.22,0.42,-0.19
17.57,18.22,0.42,-0.19
17.57,18.22,0.42,-0.19
17.58,18.22,0.42,-0.19
17.58,18.22,0.42,-0.19
17.59,18.22,0.42,-0.19
17.61,18.22,0.42,-0.19
17.62,18.22,0.42,-0.19
17.62,18.22,0.42,-0.19
17.63,18.22,0.42,-0.19
17.64,18.22,0.42,-0.19
17.65,18.22,0.42,-0.19
17.65,18.22,0.42,-0.19
17.66,18.22,0.42,-0.19
17.66,18.22,0.42,-0.19
17.66,18.22,0.42,-0.19
17.67,18.22,0.42,-0.19
17.67,18.22,0.42,-0.19
17.67,18.22,0.42,-0.19
17.67,18.22,0.42,-0.19
17.67,18.22,0.42,-0.19
17.68,18.22,0.42,-0.19
17.68,18.22,0.42,-0.19
17.68,18.22,0.42,-0.19
17.68,18.22,0.42,-0.19
17.68,18.22,0.42,-0.19
17.69,18.22,0.42,-0.19
17.69,18.22,0.42,-0.19
17.69,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.70,18.22,0.42,-0.19
17.72,18.22,0.42,-0.19
17.72,18.22,0.42,-0.19
17.72,18.22,0.42,-0.19
17.73,18.22,0.42,-0.19
17.73,18.22,0.42,-0.19
17.74,18.22,0.42,-0.19
17.74,18.22,0.42,-0.19
17.74,18.22,0.42,-0.19
17.74,18.22,0.42,-0.19
17.74,18.22,0.42,-0.19
17.75,18.22,0.42,-0.19
17.75,18.22,0.42,-0.19
17.75,18.22,0.42,-0.19
17.75,18.22,0.42,-0.19
17.76,18.22,0.42,-0.19
17.76,18.22,0.42,-0.19
17.77,18.22,0.42,-0.19
17.77,18.22,0.42,-0.19
17.77,18.22,0.42,-0.19
17.77,18.22,0.42,-0.19
17.78,18.22,0.42,-0.19
17.78,18.22,0.42,-0.19
17.78,18.22,0.42,-0.19
17.79,18.22,0.42,-0.19
17.79,18.22,0.42,-0.19
17.79,18.22,0.42,-0.19
17.79,18.22,0.42,-0.19
17.79,18.22,0.42,-0.19
17.80,18.22,0.42,-0.19
17.80,18.22,0.42,-0.19
17.80,18.22,0.42,-0.19
17.81,18.22,0.42,-0.19
17.81,18.22,0.42,-0.19
17.82,18.22,0.42,-0.19
17.82,18.22,0.42,-0.19
17.82,18.22,0.42,-0.19
17.82,18.22,0.42,-0.19
17.83,18.22,0.42,-0.19
17.83,18.22,0.42,-0.19
17.83,18.22,0.42,-0.19
17.84,18.22,0.42,-0.19
17.84,18.22,0.42,-0.19
17.85,18.22,0.42,-0.19
17.85,18.22,0.42,-0.19
17.85,18.22,0.42,-0.19
17.85,18.22,0.42,-0.19
17.86,18.22,0.42,-0.19
17.86,18.22,0.42,-0.19
17.86,18.22,0.42,-0.19
17.88,18.22,0.42,-0.19
17.88,18.22,0.42,-0.19
17.89,18.22,0.42,-0.19
17.89,18.22,0.42,-0.19
17.89,18.22,0.42,-0.19
17.89,18.22,0.42,-0.19
17.90,18.22,0.42,-0.19
17.90,18.22,0.42,-0.19
17.90,18.22,0.42,-0.19
17.90,18.22,0.42,-0.19
17.90,18.22,0.42,-0.19
17.92,18.22,0.42,-0.19
17.92,18.22,0.42,-0.19
17.93,18.22,0.42,-0.19
17.94,18.22,0.42,-0.19
17.94,18.22,0.42,-0.19
17.94,18.22,0.42,-0.19
17.95,18.22,0.42,-0.19
17.95,18.22,0.42,-0.19
17.96,18.22,0.42,-0.19
17.97,18.22,0.42,-0.19
17.98,18.22,0.42,-0.19
17.98,18.22,0.42,-0.19
17.98,18.22,0.42,-0.19
17.98,18.22,0.42,-0.19
17.98,18.22,0.42,-0.19
17.99,18.22,0.42,-0.19
17.99,18.22,0.42,-0.19
17.99,18.22,0.42,-0.19
17.99,18.22,0.42,-0.19
18.00,18.22,0.42,-0.19
18.00,18.22,0.42,-0.19
18.00,18.22,0.42,-0.19
18.00,18.22,0.42,-0.19
18.01,18.22,0.42,-0.19
18.01,18.22,0.42,-0.19
18.01,18.22,0.42,-0.19
18.02,18.22,0.42,-0.19
18.02,18.22,0.42,-0.19
18.03,18.22,0.42,-0.19
18.03,18.22,0.42,-0.19
18.03,18.22,0.42,-0.19
18.03,18.22,0.42,-0.19
18.04,18.22,0.42,-0.19
18.04,18.22,0.42,-0.19
18.05,18.22,0.42,-0.19
18.06,18.22,0.42,-0.19
18.06,18.22,0.42,-0.19
18.06,18.22,0.42,-0.19
18.06,18.22,0.42,-0.19
18.06,18.22,0.42,-0.19
18.07,18.22,0.42,-0.19
18.07,18.22,0.42,-0.19
18.09,18.22,0.42,-0.19
18.09,18.22,0.42,-0.19
18.10,18.22,0.42,-0.19
18.10,18.22,0.42,-0.19
18.11,18.22,0.42,-0.19
18.11,18.22,0.42,-0.19
18.11,18.22,0.42,-0.19
18.11,18.22,0.42,-0.19
18.12,18.22,0.42,-0.19
18.12,18.22,0.42,-0.19
18.12,18.22,0.42,-0.19
18.12,18.22,0.42,-0.19
18.12,18.22,0.42,-0.19
18.13,18.22,0.42,-0.19
18.13,18.22,0.42,-0.19
18.13,18.22,0.42,-0.19
18.13,18.22,0.42,-0.19
18.14,18.22,0.42,-0.19
18.14,18.22,0.42,-0.19
18.14,18.22,0.42,-0.19
18.15,18.22,0.42,-0.19
18.15,18.22,0.42,-0.19
18.15,18.22,0.42,-0.19
18.15,18.22,0.42,-0.19
18.16,18.22,0.42,-0.19
18.16,18.22,0.42,-0.19
18.16,18.22,0.42,-0.19
18.16,18.22,0.42,-0.19
18.17,18.22,0.42,-0.19
18.17,18.22,0.42,-0.19
18.18,18.22,0.42,-0.19
18.18,18.22,0.42,-0.19
18.18,18.22,0.42,-0.19
18.18,18.22,0.42,-0.19
18.19,18.22,0.42,-0.19
18.19,18.22,0.42,-0.19
18.19,18.22,0.42,-0.19
18.19,18.22,0.42,-0.19
18.20,18.22,0.42,-0.19
18.20,18.22,0.42,-0.19
18.20,18.22,0.42,-0.19
18.20,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.21,18.22,0.42,-0.19
18.22,18.22,0.42,-0.19
18.22,18.22,0.42,-0.19
18.22,18.22,0.42,-0.19
18.22,18.22,0.42,-0.19
18.22,18.22,0.42,-0.19
18.23,18.22,0.42,-0.19
18.23,18.22,0.42,-0.19
18.23,18.22,0.42,-0.19
18.23,18.22,0.42,-0.19
18.24,18.22,0.42,-0.19
18.24,18.22,0.42,-0.19
18.24,18.22,0.42,-0.19
18.25,18.22,0.42,-0.19
18.25,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.26,18.22,0.42,-0.19
18.27,18.22,0.42,-0.19
18.27,18.22,0.42,-0.19
18.27,18.22,0.42,-0.19
18.27,18.22,0.42,-0.19
18.28,18.22,0.42,-0.19
18.28,18.22,0.42,-0.19
18.28,18.22,0.42,-0.19
18.28,18.22,0.42,-0.19
18.28,18.22,0.42,-0.19
18.30,18.22,0.42,-0.19
18.30,18.22,0.42,-0.19
18.31,18.22,0.42,-0.19
18.31,18.22,0.42,-0.19
18.31,18.22,0.42,-0.19
18.31,18.22,0.42,-0.19
18.31,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.32,18.22,0.42,-0.19
18.33,18.22,0.42,-0.19
18.33,18.22,0.42,-0.19
18.33,18.22,0.42,-0.19
18.34,18.22,0.42,-0.19
18.34,18.22,0.42,-0.19
18.34,18.22,0.42,-0.19
18.34,18.22,0.42,-0.19
18.34,18.22,0.42,-0.19
18.35,18.22,0.42,-0.19
18.35,18.22,0.42,-0.19
18.36,18.22,0.42,-0.19
18.36,18.22,0.42,-0.19
18.36,18.22,0.42,-0.19
18.36,18.22,0.42,-0.19
18.36,18.22,0.42,-0.19
18.37,18.22,0.42,-0.19
18.37,18.22,0.42,-0.19
18.37,18.22,0.42,-0.19
18.38,18.22,0.42,-0.19
18.38,18.22,0.42,-0.19
18.39,18.22,0.42,-0.19
18.39,18.22,0.42,-0.19
18.39,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.40,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.41,18.22,0.42,-0.19
18.42,18.22,0.42,-0.19
18.42,18.22,0.42,-0.19
18.42,18.22,0.42,-0.19
18.43,18.22,0.42,-0.19
18.43,18.22,0.42,-0.19
18.43,18.22,0.42,-0.19
18.44,18.22,0.42,-0.19
18.44,18.22,0.42,-0.19
18.45,18.22,0.42,-0.19
18.46,18.22,0.42,-0.19
18.47,18.22,0.42,-0.19
18.48,18.22,0.42,-0.19
18.48,18.22,0.42,-0.19
18.48,18.22,0.42,-0.19
18.48,18.22,0.42,-0.19
18.49,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.50,18.22,0.42,-0.19
18.51,18.22,0.42,-0.19
18.51,18.22,0.42,-0.19
18.51,18.22,0.42,-0.19
18.52,18.22,0.42,-0.19
18.53,18.22,0.42,-0.19
18.53,18.22,0.42,-0.19
18.53,18.22,0.42,-0.19
18.53,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.55,18.22,0.42,-0.19
18.56,18.22,0.42,-0.19
18.56,18.22,0.42,-0.19
18.56,18.22,0.42,-0.19
18.58,18.22,0.42,-0.19
18.58,18.22,0.42,-0.19
18.58,18.22,0.42,-0.19
18.58,18.22,0.42,-0.19
